4.434742647,0.029274611,0.030699482,0.027590674
4.986213235,0.027590674,0.028756477,0.026295337
5.992647059,0.033031088,0.035233161,0.030958549
6.985294118,0.034585492,0.035751295,0.032901554
7.991727941,0.039378238,0.04119171,0.037564767
8.998161765,0.041968912,0.044948187,0.038601036
9.990808824,0.044689119,0.047150259,0.042098446
10.98345588,0.050906736,0.054663212,0.047020725
10.99724265,0.053626943,0.056994819,0.050906736
11.98988971,0.059455959,0.063341969,0.055310881
12.99632353,0.068393782,0.074481865,0.062305699
14.00275735,0.06619171,0.072409326,0.05984456
14.99540441,0.077331606,0.082124352,0.072409326
16.00183824,0.074222798,0.080440415,0.067487047
18.00091912,0.082901554,0.092098446,0.073445596
21.99908088,0.104015544,0.122668394,0.085103627
